timeStamp,styleid,name,rating,reviewCount,priceNow,priceWas,size,inventory
2016-04-14T11:20:10.018,570171564,SLIDE WEDGE SANDALS,NA,0,137.50,NA,7,20+
2016-04-14T11:20:10.018,570171564,SLIDE WEDGE SANDALS,NA,0,137.50,NA,7.5,20+
2016-04-14T11:20:10.018,570171564,SLIDE WEDGE SANDALS,NA,0,137.50,NA,8,20+
2016-04-14T11:20:10.018,570171564,SLIDE WEDGE SANDALS,NA,0,137.50,NA,8.5,20+
2016-04-14T11:20:10.018,570171564,SLIDE WEDGE SANDALS,NA,0,137.50,NA,9,20+
2016-04-14T11:20:10.018,570171564,SLIDE WEDGE SANDALS,NA,0,137.50,NA,9.5,16
2016-04-14T11:20:10.018,570171564,SLIDE WEDGE SANDALS,NA,0,137.50,NA,10,20+
2016-04-14T11:20:10.018,570171564,SLIDE WEDGE SANDALS,NA,0,137.50,NA,11,6
2016-04-14T11:20:10.018,570165528,DOUBLE STRAND HORN PENDANT NECKLACE,3.7,3,60.50,NA,NA,20+
2016-04-14T11:20:10.018,570174016,ABSTRACT PRINT SILK SCARF,5,5,70.40,NA,NA,20+
2016-04-14T11:20:10.018,570178910,CONVERTIBLE MIRACLES NECKLACE,NA,0,33.00,NA,NA,20+
2016-04-14T11:20:10.018,570166905,HOWLITE OPEN CUFF,5,1,55.00,NA,NA,20+
2016-04-14T11:20:10.018,570178066,CAGED DROP EARRINGS,NA,0,33.00,NA,NA,20+
2016-04-14T11:20:10.018,570175238,CUTOUT HOOP EARRINGS,NA,0,33.00,NA,NA,20+
2016-04-14T11:20:10.018,570172800,SHELL DROP LONG FRINGE NECKLACE,NA,0,60.50,NA,NA,20+
2016-04-14T11:20:10.018,570167748,ROUND METAL SUNGLASSES,NA,0,41.80,NA,NA,20+
